ID,DOCUMENT,LABEL
3526,"
							Premium para universitarios
							
						",Premium Student
1409,"
							I Can't UseMy Turkey Student Premium Account
							
						",Premium Student
313,"
							Re: Switched from student plan to regular plan, st...
							
						",Premium Student
1375,"
							Spotify Etudiant pour lyceen
							
						",Premium Student
3753,"
							Greek University problem
							
						",Premium Student
1559,"
							Only Credit Card Payment Option for Student Subscr...
							
						",Premium Student
2023,"
							me cobraram duas taxas de matricula
							
						",Premium Student
2840,"
							Mi cuenta premium fue cobrada pero no esta activa
							
						",Premium Student
1537,"
							Me cobraron dos veces al suscribirme en el plan de...
							
						",Premium Student
1827,"
							Cannot buy premium because I uses to use a vpn
							
						",Premium Student
449,"
							Can't verify status - 404 Error
							
						",Premium Student
3817,"
							Charged Premium $9.99 but want to be back on stude...
							
						",Premium Student
93,"
							Hulu not working for Spotify premium for students ...
							
						",Premium Student
3221,"
							Pay pal is not a payment option in The Netherlands
							
						",Premium Student
847,"
							Cuenta Student premium viviendo en otro pais
							
						",Premium Student
3777,"
							Charged for student Spotify and premium
							
						",Premium Student
1372,"
							student
							
						",Premium Student
41,"
							Verified by SheerID, but didn't get student discou...
							
						",Premium Student
1440,"
							Being charged twice
							
						",Premium Student
3619,"
							Switching to student discount
							
						",Premium Student
2255,"
							I paid for my spotify student account and it isn't...
							
						",Premium Student
3922,"
							Didn't cancel my old subscription before joining s...
							
						",Premium Student
1172,"
							Currently paying spotify for students but every so...
							
						",Premium Student
2521,"
							If i already pay 10$  how would i recieve my stude...
							
						",Premium Student
3547,"
							You charged me TWICE!!
							
						",Premium Student
2626,"
							My school is not an option
							
						",Premium Student
818,"
							Cannot connect spotify student to Hulu
							
						",Premium Student
1632,"
							School discount issue
							
						",Premium Student
3527,"
							Other forms of Student Verification?
							
						",Premium Student
840,"
							Descuento a estudiantes
							
						",Premium Student
535,"
							Student Discount
							
						",Premium Student
2456,"
							Ogrenci indirimi icin gelen onay mailindeki link b...
							
						",Premium Student
2426,"
							Spotify and Hulu Student
							
						",Premium Student
2340,"
							1 month instead of 12 month.
							
						",Premium Student
1545,"
							I got overcharged 9.99
							
						",Premium Student
3026,"
							Discounts for Students or signing for longer perio...
							
						",Premium Student
3296,"
							Trying to convert my account to student
							
						",Premium Student
178,"
							SheerID did not approve my student account
							
						",Premium Student
3237,"
							Student Discount Credentials
							
						",Premium Student
2671,"
							Issues
							
						",Premium Student
2209,"
							Student Discount with Different Email
							
						",Premium Student
545,"
							Student Subcription and Normal Subcription Trouble
							
						",Premium Student
648,"
							Student Discount
							
						",Premium Student
2899,"
							Changing Country to Get Student Discount
							
						",Premium Student
1420,"
							Tried to purchase student premium with student dis...
							
						",Premium Student
2202,"
							student discount issues
							
						",Premium Student
737,"
							Problemas para assinar premium estudante
							
						",Premium Student
3551,"
							Kein Studenten Premium m??glich
							
						",Premium Student
2556,"
							Problema desconto universit??rio
							
						",Premium Student
3947,"
							Re: Student Premium account failed
							
						",Premium Student
352,"
							Cannot link hulu account.
							
						",Premium Student
1013,"
							What to do when I have started my student spotify ...
							
						",Premium Student
802,"
							Double payment taken in 1 month
							
						",Premium Student
374,"
							Meu plano Spotify Premium para Universit??rios mudo...
							
						",Premium Student
1952,"
							Freiwilliges soziales Jahr Studentenrabatt?
							
						",Premium Student
3839,"
							Spotify student discount
							
						",Premium Student
2260,"
							I was verified as students, but I can't access to ...
							
						",Premium Student
637,"
							Daily mixes have no like/dislike - also don't load...
							
						",Premium Student
2529,"
							Student discount, not working
							
						",Premium Student
1809,"
							Discount for High school students
							
						",Premium Student
919,"
							Paying for student account with a gift card
							
						",Premium Student
1709,"
							premium for students
							
						",Premium Student
71,"
							I was using student  premium and it cancelled with...
							
						",Premium Student
2491,"
							student discount but paid 9,99??? // Germany
							
						",Premium Student
2104,"
							I paid and i cant  cancel the  suscription
							
						",Premium Student
3730,"
							Spotify Student
							
						",Premium Student
255,"
							You have already redeemed this offer
							
						",Premium Student
2763,"
							Upgrading to Premium Student While Abroad
							
						",Premium Student
501,"
							Whiy is my phone not allowing me to access my Prem...
							
						",Premium Student
774,"
							Spotify for students
							
						",Premium Student
1888,"
							N??o consigo acessar minha conta Premium
							
						",Premium Student
2156,"
							Student discount
							
						",Premium Student
152,"
							[Subscription] I can not active my Student Account
							
						",Premium Student
470,"
							My valid Premium For Students subscription doesn't...
							
						",Premium Student
275,"
							Canadian university verification
							
						",Premium Student
2179,"
							Student Discount
							
						",Premium Student
2807,"
							Re: Student Subscription
							
						",Premium Student
2663,"
							No sale el Premium para Estudiantes Universitarios
							
						",Premium Student
1734,"
							Doble cobro en tarjeta en dos meses seguidos.
							
						",Premium Student
2196,"
							Student account and Credit Card
							
						",Premium Student
3348,"
							Student discount
							
						",Premium Student
1429,"
							Student Discount Payment Problem
							
						",Premium Student
1610,"
							Plan randomly switched from student discounted pre...
							
						",Premium Student
3107,"
							Change subscription after already paying
							
						",Premium Student
2707,"
							Premium
							
						",Premium Student
752,"
							Please help me student payments
							
						",Premium Student
3341,"
							Student discount
							
						",Premium Student
1197,"
							Spotify student UK
							
						",Premium Student
2729,"
							Student Premium activated but still being charged ...
							
						",Premium Student
3171,"
							Why can't I use Paypal for a student license? (but...
							
						",Premium Student
3305,"
							Problemas conta Universit??rio
							
						",Premium Student
2539,"
							Student Discount Failed
							
						",Premium Student
2178,"
							Out of Country Student Subscription
							
						",Premium Student
2948,"
							Changed to Student email on FB but info didn't mer...
							
						",Premium Student
3520,"
							From premium to premium student
							
						",Premium Student
738,"
							Student Discount on, but full price charge
							
						",Premium Student
3605,"
							ACTIVACION SPOTIFY UNIVERSITARIOS
							
						",Premium Student
105,"
							Please help me
							
						",Premium Student
87,"
							When registering to a Student Premium, no universi...
							
						",Premium Student
665,"
							Switched from Family to Student, lost playlists
							
						",Premium Student
46,"
							Hulu not linking with Spotify Premium for Students...
							
						",Premium Student
1872,"
							Unidays account connected to old profile
							
						",Premium Student
1596,"
							Cancelling premuim student purchase process
							
						",Premium Student
1925,"
							Student Plan dropped
							
						",Premium Student
3150,"
							Betaling spotify student
							
						",Premium Student
1702,"
							Spotify Premium for Students-Transferring schools
							
						",Premium Student
2854,"
							Deleted my account then proceeded to create a new ...
							
						",Premium Student
908,"
							Not on Student Premium and still paying for it
							
						",Premium Student
2714,"
							Error de cobro
							
						",Premium Student
1062,"
							Discounts for Students
							
						",Premium Student
529,"
							premium student subscription
							
						",Premium Student
917,"
							student premium
							
						",Premium Student
939,"
							plan estudiante
							
						",Premium Student
2053,"
							Got charged 4 times for trying to buy the student ...
							
						",Premium Student
1886,"
							Charged multiple times
							
						",Premium Student
869,"
							Premium for Students, Hulu won't work
							
						",Premium Student
1786,"
							Account studente premium
							
						",Premium Student
2721,"
							Student Subscriptoon
							
						",Premium Student
45,"
							Student Premium Features on the website differ fro...
							
						",Premium Student
1856,"
							Student Charge me but dont aprove!
							
						",Premium Student
1891,"
							From classic Premium To student Premium
							
						",Premium Student
3029,"
							Switching from premium to discount
							
						",Premium Student
2287,"
							Student premium
							
						",Premium Student
3229,"
							Why must Quebec Students pay an extra 60$ per year...
							
						",Premium Student
3191,"
							subscribed twice by mistake, charged twice per mon...
							
						",Premium Student
2219,"
							Studentenaccount
							
						",Premium Student
2164,"
							Student discounts expired need to renew and prove ...
							
						",Premium Student
3998,"
							College Student
							
						",Premium Student
2277,"
							Switching to student discount
							
						",Premium Student
2009,"
							Premium Student Problem!
							
						",Premium Student
3124,"
							Yrkesh??gskola saknas bland beh??riga skolor f??r stu...
							
						",Premium Student
2958,"
							Signing up for Student Account
							
						",Premium Student
2643,"
							Student Discount
							
						",Premium Student
584,"
							Can't access link to buy premium
							
						",Premium Student
2047,"
							Students discount
							
						",Premium Student
356,"
							Unable to reactivate Hulu
							
						",Premium Student
1,"
							Can?€?t use premium for students
							
						",Premium Student
1768,"
							Cant log into my student hulu account
							
						",Premium Student
2797,"
							Vodafone UK / Spotify premium
							
						",Premium Student
1491,"
							Spotify me robo
							
						",Premium Student
2218,"
							Plan universitario
							
						",Premium Student
556,"
							Charged at regular price
							
						",Premium Student
56,"
							I have been overcharged for 3-4 months on a studen...
							
						",Premium Student
2601,"
							I paid money but ??t wants again.
							
						",Premium Student
2204,"
							Renewing student discount
							
						",Premium Student
822,"
							I'm in Japan for Vacations and Payment Method is i...
							
						",Premium Student
3291,"
							renewed student discount but got charged regular p...
							
						",Premium Student
1109,"
							Bought premium for students but my account doesn't...
							
						",Premium Student
308,"
							is the google home mini included with the student ...
							
						",Premium Student
1218,"
							SheerID Doesn't list My Country
							
						",Premium Student
3742,"
							Student discount
							
						",Premium Student
1378,"
							Student account
							
						",Premium Student
893,"
							University not showing for Spotify Student (UK)
							
						",Premium Student
542,"
							Student Discount for Sixth Form Students
							
						",Premium Student
1088,"
							Problem with SheerID
							
						",Premium Student
1173,"
							Premium Subscription Student Discount
							
						",Premium Student
848,"
							Penn Foster College
							
						",Premium Student
3796,"
							Problema Spotify Estudiantes
							
						",Premium Student
2655,"
							Why I Can't Delete My Account
							
						",Premium Student
312,"
							Charged full as a student
							
						",Premium Student
1593,"
							Change student status to other spotify account
							
						",Premium Student
3064,"
							Student discount
							
						",Premium Student
2208,"
							Being charged more
							
						",Premium Student
3267,"
							Premium student account abroad
							
						",Premium Student
1729,"
							How long they take to give me a refund
							
						",Premium Student
957,"
							Error: you've cancelled your family plan membershi...
							
						",Premium Student
1841,"
							Subscription
							
						",Premium Student
695,"
							SheerID manual verification not working
							
						",Premium Student
3193,"
							Student Discount Abroad
							
						",Premium Student
3967,"
							Help
							
						",Premium Student
144,"
							Premium subscription for students
							
						",Premium Student
3781,"
							I bought Premium for students, they charged me but...
							
						",Premium Student
872,"
							Student Discount error (404)
							
						",Premium Student
3611,"
							Premium Account for Educational Facility
							
						",Premium Student
1793,"
							Spotify studenti
							
						",Premium Student
815,"
							paid for subscription on wrong account
							
						",Premium Student
732,"
							Student discount but getting charged for Premium
							
						",Premium Student
3424,"
							Student Discount
							
						",Premium Student
241,"
							Not allowing to join Premium for Students
							
						",Premium Student
559,"
							It does not let me have premium students for havin...
							
						",Premium Student
1223,"
							Payment change
							
						",Premium Student
1737,"
							Premium para estudiantes
							
						",Premium Student
1574,"
							PAID FOR PREMIUM,BUT NO GETTING IT
							
						",Premium Student
2256,"
							My student credentials are already in use... but n...
							
						",Premium Student
2411,"
							Student Discount: Error 500
							
						",Premium Student
1118,"
							problem to do payment in the student premium plan
							
						",Premium Student
2575,"
							I'm a student in a qualified Spotify student progr...
							
						",Premium Student
3745,"
							Changing from premium to student discount
							
						",Premium Student
3412,"
							FB email change
							
						",Premium Student
1686,"
							Student Discount in Bulgaria
							
						",Premium Student
1076,"
							I could not redeem my premium for students
							
						",Premium Student
1193,"
							Student Discount
							
						",Premium Student
329,"
							Cannot change country as I changed my school from ...
							
						",Premium Student
48,"
							Student subscription in Russia
							
						",Premium Student
2753,"
							PARCELA COBRADA SEM LIBERA????O DO PLANO PREMIUM
							
						",Premium Student
63,"
							Will Egypt ever get Student premium account option...
							
						",Premium Student
674,"
							Premium for High School Students
							
						",Premium Student
469,"
							My Student Plan was randomly changed to the Family...
							
						",Premium Student
2916,"
							It says i'm on student discount but still charged ...
							
						",Premium Student
2986,"
							Switching to Student DIscount
							
						",Premium Student
2246,"
							Plan estudiante problema al pagar
							
						",Premium Student
1189,"
							Student discount
							
						",Premium Student
2963,"
							Its charging me, but I don't have a Premium Accoun...
							
						",Premium Student
3627,"
							I've been charged and SheerID can not verify my st...
							
						",Premium Student
1370,"
							Can't activate Hulu
							
						",Premium Student
172,"
							Changing Email Address to .edu for Premium Student
							
						",Premium Student
1717,"
							Premium recall
							
						",Premium Student
481,"
							Student discount and changing card number
							
						",Premium Student
2413,"
							Premium didn't start
							
						",Premium Student
3365,"
							paid for student discount but i m not a premium me...
							
						",Premium Student
3138,"
							Change from Premium to Student Premium
							
						",Premium Student
3609,"
							Charged but school isnt recognised
							
						",Premium Student
1600,"
							Student discount doesn't work
							
						",Premium Student
1753,"
							Spotify charged me but it doesn't show on my Spoti...
							
						",Premium Student
3675,"
							If i resign up as a student will i lose all my mus...
							
						",Premium Student
3238,"
							Temporarily cancel premium subscription w/ student...
							
						",Premium Student
1407,"
							Por favor ayudenme pague por un student Premium me...
							
						",Premium Student
1675,"
							Why force students to use a credit card?
							
						",Premium Student
2878,"
							Premium For Distance Learners...?
							
						",Premium Student
208,"
							My school is not on the list
							
						",Premium Student
1803,"
							I got charged 10??? although I have a student discou...
							
						",Premium Student
2115,"
							Student subscription is not possible
							
						",Premium Student
3687,"
							Universit??t im Ausland
							
						",Premium Student
640,"
							Spotify Premium for Students and Suggestions
							
						",Premium Student
3855,"
							Studentenpremiumanmeldung nicht m??glich
							
						",Premium Student
3995,"
							Student Subscription
							
						",Premium Student
3732,"
							Migrate to Student Subscription
							
						",Premium Student
3951,"
							Termination of Student Account
							
						",Premium Student
1119,"
							Spotify Student Registration Not Working
							
						",Premium Student
3402,"
							I come from EU, but I am going to study in US. - H...
							
						",Premium Student
2926,"
							Chat with Spotify
							
						",Premium Student
2793,"
							Questions about Premium Subscription
							
						",Premium Student
3453,"
							Switching university
							
						",Premium Student
1798,"
							Student Premium
							
						",Premium Student
3070,"
							Student discount
							
						",Premium Student
1723,"
							Una pregunta cuanto se tarda en verificar que soy ...
							
						",Premium Student
3175,"
							I got charged for student
							
						",Premium Student
460,"
							The website won?€?t verify my student status for the...
							
						",Premium Student
1071,"
							Discounts for Students
							
						",Premium Student
1766,"
							Mudan??a de plano
							
						",Premium Student
1053,"
							Student discount is not working
							
						",Premium Student
3529,"
							How do I know if SheerID is verifying my personal ...
							
						",Premium Student
1376,"
							Charged full Premium but I am a student
							
						",Premium Student
2032,"
							Still no student discount
							
						",Premium Student
1605,"
							SPOTIFY ESTUDIANTES
							
						",Premium Student
563,"
							""Activate Hulu"" doesn't appear on profile
							
						",Premium Student
3294,"
							student discount, connected to other account
							
						",Premium Student
74,"
							Update payment
							
						",Premium Student
1964,"
							Double charged
							
						",Premium Student
991,"
							Student discount Hulu won't get showtime
							
						",Premium Student
2744,"
							Re: problem with student account
							
						",Premium Student
3548,"
							Adquirir plano
							
						",Premium Student
2541,"
							Student discount help!
							
						",Premium Student
1374,"
							University not on the list
							
						",Premium Student
2531,"
							Student Discount
							
						",Premium Student
1628,"
							Premium estudiantes
							
						",Premium Student
880,"
							Premium Content
							
						",Premium Student
2420,"
							student premium payment problem
							
						",Premium Student
1357,"
							Hulu linked but no subscription
							
						",Premium Student
1156,"
							Discount for students
							
						",Premium Student
134,"
							Payment Failed Error
							
						",Premium Student
3657,"
							Payment without getting subscription
							
						",Premium Student
1529,"
							Student Discount got cancelled?
							
						",Premium Student
3495,"
							Spotify Student gek??ndigt, kann ich es nun wieder ...
							
						",Premium Student
2460,"
							UNI DAYS PROBLEMS, college doesn't use 'UNI DAYS' ...
							
						",Premium Student
1481,"
							Can't do the payment for student
							
						",Premium Student
1482,"
							I paid but I couldn't get the membership
							
						",Premium Student
428,"
							Student Premium Hulu Activation
							
						",Premium Student
6,"
							Premium Student: stuck on verified page
							
						",Premium Student
1520,"
							I'm charged for student discount premium even thou...
							
						",Premium Student
844,"
							Student plan verified but being charged for more
							
						",Premium Student
294,"
							Canadian Student Cant Subscribe to Premium for Stu...
							
						",Premium Student
1911,"
							Globe load to pay for Student Discount
							
						",Premium Student
1087,"
							PHILIPPINES STUDENT DISCOUNT
							
						",Premium Student
3921,"
							Re: Changing from regular premium account to stude...
							
						",Premium Student
2571,"
							Cu??ndo me har??n el reembolso de lo que cobraron?
							
						",Premium Student
3380,"
							Student Discount
							
						",Premium Student
3360,"
							Problemas al escoger canciones
							
						",Premium Student
1433,"
							Student's Discount isn't working...
							
						",Premium Student
1983,"
							Spotify on Apple Watch
							
						",Premium Student
2228,"
							Student!!!
							
						",Premium Student
170,"
							payment method
							
						",Premium Student
1754,"
							Renova????o do Spotify para Universit??rios
							
						",Premium Student
3336,"
							Error
							
						",Premium Student
1642,"
							Cobro doble premium STUDENT
							
						",Premium Student
3393,"
							Student Discount
							
						",Premium Student
1465,"
							Reactivate Hulu after renewing Premium for Student...
							
						",Premium Student
3765,"
							Premium for students
							
						",Premium Student
2274,"
							Student Discount
							
						",Premium Student
2877,"
							Refund
							
						",Premium Student
267,"
							Can't reactivate Premium Student
							
						",Premium Student
2233,"
							Are we able to see the list of universities who ha...
							
						",Premium Student
1166,"
							Student discount
							
						",Premium Student
162,"
							Premium student won't work
							
						",Premium Student
1180,"
							Pay student discount by mobile HELP!!!!!
							
						",Premium Student
1516,"
							Student Discount
							
						",Premium Student
3535,"
							How to switch account to a student account
							
						",Premium Student
630,"
							Switched from student plan to regular plan, still ...
							
						",Premium Student
401,"
							NO REPLY SPOTIFY FOR STUDENT DISCOUNT
							
						",Premium Student
2194,"
							Premium Problem
							
						",Premium Student
1860,"
							spotuify and headspace student subscription
							
						",Premium Student
50,"
							Can't subscribe on Premium for Students
							
						",Premium Student
149,"
							How to change my family abo to a student abo
							
						",Premium Student
1276,"
							I want student Premium but it's not working
							
						",Premium Student
2414,"
							Student accounts
							
						",Premium Student
3338,"
							Paid for student account but not working
							
						",Premium Student
983,"
							Uni isn't listed
							
						",Premium Student
2658,"
							My school is not an option
							
						",Premium Student
2796,"
							Need cash back
							
						",Premium Student
1437,"
							Abbonamento non funziona
							
						",Premium Student
3703,"
							Studentenrabatt in ??sterreich
							
						",Premium Student
2221,"
							paid for student premium but didn't get premium
							
						",Premium Student
47,"
							Re: Student subscription in Russia
							
						",Premium Student
2747,"
							Desconto para estudante
							
						",Premium Student
1990,"
							Non funziona l?€?abbonamento per studenti
							
						",Premium Student
2332,"
							Payment for Student Discount, doubled charged for ...
							
						",Premium Student
2352,"
							SPOTIFY STUDENT QUESTION
							
						",Premium Student
3455,"
							SheerID, oferta utilizada, porem nao foi disponibi...
							
						",Premium Student
1170,"
							Premium payment
							
						",Premium Student
3369,"
							student discount for study abroad
							
						",Premium Student
3040,"
							Comprovante estudantil.
							
						",Premium Student
2971,"
							getting started with hulu
							
						",Premium Student
1624,"
							Student discount paid twice
							
						",Premium Student
534,"
							Can't get Student Discount France
							
						",Premium Student
128,"
							HULU NOT WORKING THROUGH PREMIUM FOR STUDENTS!!!
							
						",Premium Student
2616,"
							Got charged but don't have Premium
							
						",Premium Student
1259,"
							Student Discount Double Charged
							
						",Premium Student
345,"
							Is it possible to get Student Subscription for the...
							
						",Premium Student
1249,"
							Cobraron tarifa normal despu??s de renovar la de es...
							
						",Premium Student
1917,"
							Premium para Universit??rios
							
						",Premium Student
34,"
							Plan estudiante a plan familiar
							
						",Premium Student
2681,"
							Can't register as a student
							
						",Premium Student
2387,"
							Premium for Students does not have my highschool
							
						",Premium Student
1261,"
							trying to switch from Premium account to Premium s...
							
						",Premium Student
1618,"
							Student but can't get student discount and charged
							
						",Premium Student
783,"
							premium studenti
							
						",Premium Student
197,"
							Charged Full amount for student account
							
						",Premium Student
2159,"
							SheerID work email?
							
						",Premium Student
2044,"
							Student Discount
							
						",Premium Student
3674,"
							Improper billing - Spotify for Students (PT-BR)
							
						",Premium Student
2914,"
							Studentcode please help
							
						",Premium Student
1858,"
							NEED HELP
							
						",Premium Student
2942,"
							Student spotify in Singapore
							
						",Premium Student
2126,"
							Me llego un correo con la verificacion de SheerID ...
							
						",Premium Student
3256,"
							I paid for student discount premium subscription b...
							
						",Premium Student
454,"
							[iOS][Subscription] Spotify Premium+Hulu Pay using...
							
						",Premium Student
1830,"
							No PayPal Option for students discount?
							
						",Premium Student
1879,"
							No Activate Hulu section
							
						",Premium Student
680,"
							paypal for student account
							
						",Premium Student
1192,"
							Charged three times
							
						",Premium Student
2264,"
							Premium for students active but the debit occurs i...
							
						",Premium Student
1508,"
							Student discount price withdrawn from me but still...
							
						",Premium Student
284,"
							Google home mini for students
							
						",Premium Student
177,"
							Plano premium mudou automaticamente do universit??r...
							
						",Premium Student
1980,"
							Student Discount
							
						",Premium Student
3283,"
							Payment issues
							
						",Premium Student
126,"
							Im verified as a student but i pay premium, how do...
							
						",Premium Student
1116,"
							question on student's 0.99 offer
							
						",Premium Student
1367,"
							Accessing my Student Discount
							
						",Premium Student
876,"
							Family Plan for Students
							
						",Premium Student
2459,"
							Verifying student status
							
						",Premium Student
2250,"
							No response
							
						",Premium Student
1909,"
							Has student spotify been stopped?
							
						",Premium Student
3740,"
							premium rate
							
						",Premium Student
2641,"
							Change plan so I get Hulu No Commercials with Spot...
							
						",Premium Student
1297,"
							Student premium account
							
						",Premium Student
3788,"
							I was trying to subscribe to Student disct but the...
							
						",Premium Student
2787,"
							Continuing Student
							
						",Premium Student
3054,"
							Studentenaboverl??ngerung
							
						",Premium Student
2666,"
							Cadastro com Desconto para Estudante
							
						",Premium Student
3920,"
							Unable to switch from premium to student
							
						",Premium Student
2122,"
							Charged multiple times when trying to verify my st...
							
						",Premium Student
130,"
							Cancel student subscription
							
						",Premium Student
3988,"
							Student premium
							
						",Premium Student
3155,"
							How can I cancel the subscription and get my money...
							
						",Premium Student
3685,"
							Descuento a estudiantes
							
						",Premium Student
1968,"
							No issue date
							
						",Premium Student
3587,"
							charged twice for student rate
							
						",Premium Student
3912,"
							Student discount Poland
							
						",Premium Student
2062,"
							Students discount
							
						",Premium Student
3494,"
							issue with student discount
							
						",Premium Student
2076,"
							SPOTIFY CHARGE ME 3 TIMES FOR JUST REGISTERING IN ...
							
						",Premium Student
1310,"
							Help for student discount
							
						",Premium Student
993,"
							Can't get student discount anymore
							
						",Premium Student
564,"
							Profile can't be found with username!!
							
						",Premium Student
1466,"
							Subscription
							
						",Premium Student
187,"
							Community College account to 4 year college accoun...
							
						",Premium Student
2954,"
							Student Discount don't work - Portugal
							
						",Premium Student
2613,"
							Student Account
							
						",Premium Student
3170,"
							Spotify + Hulu subscription
							
						",Premium Student
1542,"
							Decided no to buy Spotify premium with student dis...
							
						",Premium Student
945,"
							deceived for money!!!
							
						",Premium Student
1351,"
							When Am I Eligible for Spotify Student?
							
						",Premium Student
1270,"
							Falha no pagamento de do spotify premium universit...
							
						",Premium Student
181,"
							Spotify studenti universitari
							
						",Premium Student
3190,"
							subscription didn't activate but CC got charged
							
						",Premium Student
2309,"
							student
							
						",Premium Student
159,"
							Someone stole my identity and inputted my informat...
							
						",Premium Student
3308,"
							About student discount
							
						",Premium Student
1893,"
							Student Discount Eligibility
							
						",Premium Student
3656,"
							Rimbirso Sconto studenti
							
						",Premium Student
2795,"
							Student Premium/Hulu Discount
							
						",Premium Student
3187,"
							Trouble paying studentdiscount
							
						",Premium Student
3484,"
							Re: Student Discount
							
						",Premium Student
3423,"
							Charged twice for changing from premium to student
							
						",Premium Student
2484,"
							Problem with payment and subrscibing
							
						",Premium Student
1659,"
							Premium for Students not working
							
						",Premium Student
911,"
							Discounts for Students ends in 4 years?!
							
						",Premium Student
7,"
							""Students at this school are ineligible for this o...
							
						",Premium Student
2617,"
							N??o tive retorno sobre o plano estudantes
							
						",Premium Student
2078,"
							Student studying abroad in the UK
							
						",Premium Student
3514,"
							My account details are wrong, Payed 9,99??? despite ...
							
						",Premium Student
1074,"
							Zahlungsmethode stimmt angeblich nicht mit Land ??b...
							
						",Premium Student
3955,"
							Student Account after Graduation
							
						",Premium Student
2064,"
							Spotify premium
							
						",Premium Student
2657,"
							My Hulu wont work
							
						",Premium Student
3635,"
							Student discount in Poland
							
						",Premium Student
3698,"
							Re: Post of the Week: Payment for student discount
							
						",Premium Student
2917,"
							DESCONTO ESTUDANTE
							
						",Premium Student
2348,"
							Renewing Student Subscription
							
						",Premium Student
832,"
							I was a student in one University and i got transc...
							
						",Premium Student
2490,"
							can't access hulu
							
						",Premium Student
2085,"
							Premium Trial to Student
							
						",Premium Student
2262,"
							student status linked with someone else's account
							
						",Premium Student
2007,"
							Aiuto
							
						",Premium Student
837,"
							SPOOTIFY PREMIUM + HULU no link/ activation
							
						",Premium Student
321,"
							Student Discount - Approved for discount, but cann...
							
						",Premium Student
1791,"
							Problema pagamento Spotify For Student
							
						",Premium Student
478,"
							Verified for student premium discount but still be...
							
						",Premium Student
1845,"
							Premium student discount abroad
							
						",Premium Student
1014,"
							Trouble getting my card accepted for Student disco...
							
						",Premium Student
1512,"
							Getting free access to Headspace with student disc...
							
						",Premium Student
3129,"
							Student Premium only with creditcard?
							
						",Premium Student
3614,"
							Student plan and being charged twice
							
						",Premium Student
703,"
							Problem with student subscription
							
						",Premium Student
256,"
							Can't redeem my student discount
							
						",Premium Student
2328,"
							Issue with transferring student discount
							
						",Premium Student
1771,"
							Paid for student premium but still listed as free
							
						",Premium Student
153,"
							My college does not appear on SheerID.
							
						",Premium Student
883,"
							Charged for Premium and Family Subscription
							
						",Premium Student
2312,"
							Says I?€?m not a student?
							
						",Premium Student
906,"
							Premium for students
							
						",Premium Student
3050,"
							Student discount can't pay with ideal?
							
						",Premium Student
2646,"
							My premium account doesn't work
							
						",Premium Student
3489,"
							Discount for High school students
							
						",Premium Student
3716,"
							AJUDA COM O PLANO DE ESTUDANTES
							
						",Premium Student
2,"
							Spotify Premium for students in Qu??bec
							
						",Premium Student
1287,"
							can't verify that i am a student
							
						",Premium Student
3397,"
							Student discount
							
						",Premium Student
2187,"
							Spotify studentenkorting
							
						",Premium Student
3560,"
							Changing from regular Premium to Student Discount ...
							
						",Premium Student
2271,"
							My College Isn't Recognized
							
						",Premium Student
2265,"
							Student abo zu Family Premium
							
						",Premium Student
3094,"
							Student Discount problem
							
						",Premium Student
21,"
							sheerid university list is not working
							
						",Premium Student
707,"
							pagamento studenti
							
						",Premium Student
70,"
							Is 90-day Premium trial still available?
							
						",Premium Student
3309,"
							Contratar Premium para Universitarios
							
						",Premium Student
2001,"
							Student premium account not activating
							
						",Premium Student
2647,"
							payment problem with Student discount
							
						",Premium Student
3894,"
							Discount for students in Switzerland availability
							
						",Premium Student
726,"
							College not listed for Premium Discount
							
						",Premium Student
667,"
							My student discount doesn?€?t work
							
						",Premium Student
1558,"
							I bought Spotify Premium, but my school isn't in t...
							
						",Premium Student
2357,"
							Student Discount Verification Error
							
						",Premium Student
2300,"
							Spotify and hulu student discount
							
						",Premium Student
1061,"
							Phone number's country code is not supported (Spot...
							
						",Premium Student
485,"
							My bank balance has been deducted
							
						",Premium Student
1882,"
							Worldwide Student Discount
							
						",Premium Student
2733,"
							Re: college student discount changed to regular pr...
							
						",Premium Student
2933,"
							Got charged for student premium but still not on p...
							
						",Premium Student
2674,"
							Cannot use any credit card to subscribe
							
						",Premium Student
3204,"
							Student Spotify
							
						",Premium Student
3270,"
							Student Discount
							
						",Premium Student
3952,"
							If I switch to Student, Lose all Settings?
							
						",Premium Student
3034,"
							Spotify Student Registration Won't Load
							
						",Premium Student
1064,"
							buono 18 app
							
						",Premium Student
3025,"
							Student discount denied!
							
						",Premium Student
3801,"
							Spotify has charged 14.97 euros instead of 4.99 eu...
							
						",Premium Student
2943,"
							More payment options for student discount premium ...
							
						",Premium Student
1570,"
							Students discount and Spotify Premium
							
						",Premium Student
3756,"
							student premium
							
						",Premium Student
1688,"
							paid succesfully but still free account
							
						",Premium Student
1081,"
							Use of Premium for Students for minors
							
						",Premium Student
2526,"
							E-mail not recivied
							
						",Premium Student
3121,"
							Unapproved Payment
							
						",Premium Student
3584,"
							Second payment request
							
						",Premium Student
2692,"
							Can't access Spotify student discount
							
						",Premium Student
3874,"
							Switch from premium to student account
							
						",Premium Student
3355,"
							Link para anexar o documento de estudante n??o abre
							
						",Premium Student
2911,"
							How to cancel bank detail from my account
							
						",Premium Student
169,"
							Request to add college - sheer ID form
							
						",Premium Student
2608,"
							I paid for premium student and I don??t have the pr...
							
						",Premium Student
3810,"
							Student discount payment
							
						",Premium Student
